course_id,course_name,district,latitude,longitude,distance_km,difficulty_derived,terrain,environment,mood_tags_derived,nearby_parks,toilet_count_300m,nearby_points,start_point,end_point,description,source,quality_note,elevation_min_m,elevation_max_m,elevation_avg_m,elevation_gain_m,elevation_loss_m,avg_grade_pct,max_grade_pct,elevation_samples,difficulty_elevation,difficulty_final,elevation_summary,water_count_300m,water_count_700m,nearest_water_name,nearest_water_distance_m,nearby_water_parks,realtime_area_count,realtime_area_codes,realtime_area_names,realtime_area_categories,nearest_realtime_area_code,nearest_realtime_area_name,nearest_realtime_area_distance_m,air2025_pm10_avg,air2025_pm25_avg,air2025_o3_avg,air2025_no2_avg,air2025_co_avg,air2025_so2_avg,facility_summary,realtime_summary,walk_network_match_ratio,walk_network_link_count,crosswalk_link_count,bridge_link_count,tunnel_link_count,overpass_link_count,park_green_link_count,indoor_link_count,walk_network_districts,walkability_grade,live_air_pm10,live_air_pm25,live_air_o3,live_air_no2,live_air_co,live_air_so2,live_air_cai,live_air_grade,live_air_measured_at,live_air_districts,live_air_summary,cycleway_ratio,foot_allowed_ratio,foot_known_ratio,foot_restricted_ratio,highway_top,lit_known_ratio,lit_no_ratio,lit_yes_ratio,osm_match_ratio,osm_matched_samples,osm_sample_count,pedestrian_path_ratio,smoothness_bad_ratio,smoothness_good_ratio,smoothness_known_ratio,smoothness_top,steps_sample_ratio,surface_known_ratio,surface_paved_ratio,surface_top,surface_unpaved_ratio,tracktype_top,osm_surface_lighting_summary
RM_STREAM_013,불광천긴,마포구|서대문구|은평구,37.58043,126.9062978,4.55,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,신사근린공원,43,,불광천긴 시작,불광천긴 종료,도심에서 만난 불광천이 한강에 닿을 때 까지 함께 걷는 길,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,6.3,17.4,12.8,7.8,22.8,0.07,7.13,153,쉬움,쉬움,"최저 6m, 최고 17m, 누적상승 8m, 최대경사 약 7.1%",19,50,불광천 음수대,3.8,응암새싹어린이공원|매바위어린이공원|포수동어린이공원|거꾸로 어린이 공원|참다래 어린이공원|응암행복어린이공원|다래어린이공원|응암4동어린이공원|신사근린공원|역촌동 청사부속시설 놀이터,1,POI084,DMC(디지털미디어시티),발달상권,POI084,DMC(디지털미디어시티),0.0,30.456,17.055,0.03321,0.01571,0.4418,0.00293,"300m 내 화장실 43개, 300m 내 음수대 19개, 700m 내 음수대 50개",경로와 겹치는 실시간 주요장소 1개 (DMC(디지털미디어시티)),100.0,109,2,0,0,0,0,0,마포구|서대문구|은평구,매우양호,19.5,11.5,0.046,0.006,0.25,0.002,63.0,보통,202608271500.0,마포구|서대문구|은평구,"현재 PM10 20, PM2.5 12, 통합대기지수 63",73.8,0.0,0.0,0.0,cycleway:135|footway:37|secondary:5|steps:4|trunk:1,50.8,7.5,92.5,100.0,183,183,20.2,0.0,0.0,0.0,,2.2,86.3,99.4,asphalt:86|concrete:57|paving_stones:8|paved:6|wood:1,0.0,,"OSM 경로매칭 100%, 포장 99%, 비포장 0%, 조명 있음 92%"
RM_STREAM_014,성북천 길,동대문구|성동구|성북구|종로구,37.5850599,127.0211995,3.66,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,28,,성북천 길 시작,성북천 길 종료,서울특별시의 북쪽에 위치한 북악산의 동쪽에서 발원하여 남쪽으로 흘러 동대문구 신설동에서 청계천과 합류.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,14.8,40.8,25.7,0.0,7.4,0.71,5.11,124,쉬움,쉬움,"최저 15m, 최고 41m, 누적상승 0m, 최대경사 약 5.1%",8,20,성북천공원,7.8,성북구-범바위 어린이공원|정릉천|숭인공원|성북천공원|성동구-견우어린이공원|꿈나라어린이공원|성동구-꽃재어린이공원|용두5구역어린이공원|성북천|동망봉어린이공원,0,,,,POI035,성신여대입구역,20.2,31.349,18.401,0.03228,0.01844,0.4132,0.00276,"300m 내 화장실 28개, 300m 내 음수대 8개, 700m 내 음수대 20개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 성신여대입구역",100.0,355,80,0,0,0,0,0,동대문구|성동구|성북구,매우양호,20.75,10.5,0.0545,0.0087,0.25,0.0033,70.25,보통,202608271500.0,동대문구|성동구|성북구|종로구,"현재 PM10 21, PM2.5 10, 통합대기지수 70",62.8,100.0,7.4,0.0,cycleway:93|residential:24|footway:17|primary:6|tertiary:4,62.8,0.0,100.0,100.0,148,148,13.5,0.0,0.0,0.0,,0.0,68.9,99.0,asphalt:101|wood:1,0.0,,"OSM 경로매칭 100%, 포장 99%, 비포장 0%, 조명 있음 100%"
RM_STREAM_015,영등포구동작한강길,영등포구,37.5268384,126.9126174,3.87,쉬움,평지,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,중마루근린공원|자매근린공원,7,,영등포구동작한강길 시작,영등포구동작한강길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,5.2,16.8,10.5,13.4,20.8,0.05,8.85,130,쉬움,쉬움,"최저 5m, 최고 17m, 누적상승 13m, 최대경사 약 8.8%",8,14,한강시민공원(여의도안내센터),5.4,앙카라(자매)공원|한강시민공원(여의도안내센터)|중마루공원|여의도공원|노량진근린공원|영등포공원,3,POI072|POI105|POI126,여의도|여의도한강공원|여의서로,발달상권|공원,POI072,여의도,0.0,30.763,19.64,0.03342,0.01972,0.3882,0.0026,"300m 내 화장실 7개, 300m 내 음수대 8개, 700m 내 음수대 14개","경로와 겹치는 실시간 주요장소 3개 (여의도, 여의도한강공원, 여의서로)",80.5,97,35,0,0,0,0,0,영등포구,매우양호,17.0,13.0,0.042,0.009,0.3,0.002,60.0,보통,202608271500.0,영등포구,"현재 PM10 17, PM2.5 13, 통합대기지수 60",0.0,0.0,1.3,100.0,footway:58|path:41|secondary:39|service:6|primary:5,11.5,0.0,100.0,100.0,156,156,63.5,0.0,0.0,0.0,,0.0,47.4,44.6,dirt:41|asphalt:31|concrete:2,55.4,,"OSM 경로매칭 100%, 포장 45%, 비포장 55%, 조명 있음 100%"
RM_STREAM_016,독정천,강남구|송파구,37.4676329,127.1236333,2.8,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,6,,독정천 시작,독정천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,13.8,22.7,18.9,2.5,16.5,0.24,8.19,95,쉬움,쉬움,"최저 14m, 최고 23m, 누적상승 2m, 최대경사 약 8.2%",1,8,글샘근린공원,299.2,글샘근린공원|율현공원|문정법조단지공원,1,POI048,장지역,인구밀집지역,POI048,장지역,0.0,31.918,17.842,0.03109,0.01898,0.378,0.0025,"300m 내 화장실 6개, 300m 내 음수대 1개, 700m 내 음수대 8개",경로와 겹치는 실시간 주요장소 1개 (장지역),34.6,19,1,0,0,0,0,0,강남구|송파구,검토필요,20.0,17.5,0.0645,0.0105,0.25,0.002,78.0,보통,202608271500.0,강남구|송파구,"현재 PM10 20, PM2.5 18, 통합대기지수 78",41.3,66.7,2.8,33.3,cycleway:45|footway:20|trunk:18|trunk_link:8|tertiary:8,0.0,0.0,0.0,95.6,109,114,18.3,0.0,0.0,0.0,,0.0,25.7,100.0,asphalt:28,0.0,,"OSM 경로매칭 96%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_STREAM_017,망월천 길,강동구,37.5650873,127.1884586,4.0,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,1,,망월천 길 시작,망월천 길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,16.4,27.1,19.5,2.4,-0.0,0.26,4.72,135,쉬움,쉬움,"최저 16m, 최고 27m, 누적상승 2m, 최대경사 약 4.7%",0,0,동명공원,861.2,,0,,,,POI087,광나루한강공원,722.4,34.355,20.844,0.03321,0.01691,0.5304,0.00269,"300m 내 화장실 1개, 300m 내 음수대 0개, 700m 내 음수대 0개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 광나루한강공원",17.3,22,0,0,0,0,0,0,강동구,검토필요,25.0,10.0,0.069,0.014,0.3,0.002,82.0,보통,202608271500.0,강동구,"현재 PM10 25, PM2.5 10, 통합대기지수 82",4.4,100.0,4.4,0.0,footway:119|construction:23|cycleway:7|primary:2|secondary:2,0.0,0.0,0.0,98.8,159,161,76.1,0.0,100.0,1.3,intermediate:2,0.6,11.3,66.7,concrete:10|dirt:4|asphalt:2|포장/보도블럭:2,22.2,,"OSM 경로매칭 99%, 포장 67%, 비포장 22%, 조명정보 부족"
RM_STREAM_018,방학천길,도봉구,37.661732,127.040426,1.96,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,발바닥공원,13,,방학천길 시작,방학천길 종료,북한산에서 흘러내려와서 중랑천으로 합쳐지는 하천으로 산책로 코스임.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,18.0,38.1,28.8,0.0,7.0,0.86,6.04,67,쉬움,쉬움,"최저 18m, 최고 38m, 누적상승 0m, 최대경사 약 6.0%",7,17,발바닥공원,12.2,개나리어린이공원|사슴어린이공원|뒷말어린이공원|노해어린이공원|소망어린이공원|발바닥공원|방학3동가로공원|무궁화어린이공원|금성윗돌공원|노원구-용화어린이공원-1,1,POI079,창동 신경제 중심지,발달상권,POI079,창동 신경제 중심지,0.0,29.179,15.754,0.03664,0.01376,0.4128,0.00279,"300m 내 화장실 13개, 300m 내 음수대 7개, 700m 내 음수대 17개",경로와 겹치는 실시간 주요장소 1개 (창동 신경제 중심지),91.0,111,3,0,0,0,0,0,도봉구,매우양호,15.0,8.0,0.053,0.004,0.2,0.003,69.0,보통,202608271500.0,도봉구,"현재 PM10 15, PM2.5 8, 통합대기지수 69",60.0,100.0,48.8,0.0,cycleway:48|footway:25|residential:3|trunk:2|primary:1,52.5,0.0,100.0,100.0,80,80,31.2,0.0,0.0,0.0,,0.0,58.8,97.9,asphalt:44|concrete:2|wood:1,0.0,,"OSM 경로매칭 100%, 포장 98%, 비포장 0%, 조명 있음 100%"
RM_STREAM_019,세곡천,강남구,37.4640468,127.1015521,3.87,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,8,,세곡천 시작,세곡천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,13.8,42.1,24.3,0.0,2.2,0.73,4.02,131,쉬움,쉬움,"최저 14m, 최고 42m, 누적상승 0m, 최대경사 약 4.0%",3,3,헌인릉공원,154.5,헌인릉공원|행복공원,0,,,,POI048,장지역,1366.2,32.047,18.078,0.0317,0.01845,0.3805,0.00246,"300m 내 화장실 8개, 300m 내 음수대 3개, 700m 내 음수대 3개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 장지역",93.4,76,12,0,0,0,0,0,강남구|서초구,매우양호,18.5,8.0,0.0605,0.007,0.25,0.0025,75.0,보통,202608271500.0,강남구|서초구,"현재 PM10 18, PM2.5 8, 통합대기지수 75",34.5,100.0,34.5,0.0,cycleway:50|pedestrian:28|footway:26|service:18|primary:10,0.0,0.0,0.0,92.9,145,156,37.9,0.0,0.0,0.0,,0.0,2.1,100.0,asphalt:3,0.0,,"OSM 경로매칭 93%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_STREAM_020,고덕천 길,강동구,37.5587052,127.1720753,4.07,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,동명근린공원,16,,고덕천 길 시작,고덕천 길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,14.8,26.3,20.0,11.8,20.5,0.26,7.22,137,쉬움,쉬움,"최저 15m, 최고 26m, 누적상승 12m, 최대경사 약 7.2%",4,11,게내수변공원,43.5,고덕수변생태공원|샘터근린공원|한우물어린이공원|동명공원|말우물어린이공원|게내수변공원|능골근린공원,0,,,,POI087,광나루한강공원,22.7,34.355,20.844,0.03321,0.01691,0.5304,0.00269,"300m 내 화장실 16개, 300m 내 음수대 4개, 700m 내 음수대 11개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 광나루한강공원",69.4,103,67,0,0,0,0,0,강동구,양호,25.0,10.0,0.069,0.014,0.3,0.002,82.0,보통,202608271500.0,강동구,"현재 PM10 25, PM2.5 10, 통합대기지수 82",37.8,72.2,32.9,27.8,footway:66|cycleway:62|unclassified:27|tertiary:5|service:2,0.0,0.0,0.0,100.0,164,164,40.2,0.0,0.0,0.0,,0.0,14.0,100.0,asphalt:14|paved:8|paving_stones:1,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
RM_STREAM_021,마포한강길,마포구|용산구,37.5660952,126.898011,15.59,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,외국인묘지공원,53,,마포한강길 시작,마포한강길 종료,난지한강공원과 한강시민공원 망원지구를 가로지르는 걷기 좋은 한강 수변 길. 넓게 펼쳐진 한강과 철새도래지인 밤섬이 운치를 더한다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.0,22.5,11.3,49.2,54.5,0.03,7.48,521,보통,보통,"최저 3m, 최고 22m, 누적상승 49m, 최대경사 약 7.5%",46,77,한강시민공원망원지구,0.0,와우근린공원(서강 어린이)|와우 어린이공원|현석어린이공원|현석동 마을마당|서강나루문화공원|한강시민공원망원지구|경의선숲길|도화소 어린이공원|대흥어린이공원|복사꽃 공원,3,POI090|POI094|POI106,난지한강공원|망원한강공원|월드컵공원,공원,POI090,난지한강공원,0.0,32.251,18.786,0.03103,0.01958,0.4006,0.00272,"300m 내 화장실 53개, 300m 내 음수대 46개, 700m 내 음수대 77개","경로와 겹치는 실시간 주요장소 3개 (난지한강공원, 망원한강공원, 월드컵공원)",78.3,307,236,0,0,0,0,0,마포구|용산구,양호,20.5,9.0,0.046,0.008,0.3,0.002,63.0,보통,202608271500.0,마포구|용산구,"현재 PM10 20, PM2.5 9, 통합대기지수 63",52.9,72.2,8.9,27.8,cycleway:322|footway:146|service:45|trunk_link:29|pedestrian:26,9.5,1.7,98.3,97.4,609,625,28.4,0.0,0.0,0.0,,0.3,61.7,100.0,asphalt:349|paving_stones:26|concrete:1,0.0,,"OSM 경로매칭 97%, 포장 100%, 비포장 0%, 조명 있음 98%"
RM_STREAM_022,목감천,구로구,37.4839699,126.8546457,3.91,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,9,,목감천 시작,목감천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,6.1,14.5,10.3,6.5,5.8,0.1,5.61,132,쉬움,쉬움,"최저 6m, 최고 14m, 누적상승 6m, 최대경사 약 5.6%",3,11,목감천,34.0,목감천|안양천둔치공원|개웅어린이공원|개웅산근린공원|개봉동과장미공원|연지소공원|버들어린이공원|연지공원|천왕근린공원,0,,,,POI086,고척돔,80.1,35.753,20.88,0.03229,0.01553,0.3483,0.00257,"300m 내 화장실 9개, 300m 내 음수대 3개, 700m 내 음수대 11개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 고척돔",19.5,15,4,0,0,0,0,0,구로구,검토필요,17.0,7.0,0.053,0.004,0.2,0.002,69.0,보통,202608271500.0,구로구,"현재 PM10 17, PM2.5 7, 통합대기지수 69",88.6,0.0,4.4,100.0,cycleway:140|footway:12|primary:3|secondary:1|residential:1,0.0,0.0,0.0,100.0,158,158,7.6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,"OSM 경로매칭 100%, 노면정보 부족, 조명정보 부족"
RM_STREAM_023,묵동천 길,노원구|성북구|중랑구,37.6200554,127.0874388,3.04,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,24,,묵동천 길 시작,묵동천 길 종료,노원구와 중랑구를 통과하는 하천길로 지하철역과 주변 아파트로인해 접근성이 좋아 인근 주민들이 많이 이용한다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,12.2,28.9,24.1,3.3,7.3,0.55,6.07,103,쉬움,쉬움,"최저 12m, 최고 29m, 누적상승 3m, 최대경사 약 6.1%",6,17,중랑천변공원,3.9,샛별어린이공원|새나라어린이공원|노원구-개미어린이공원-1|중랑구-묵동어린이공원|봉화산 유아숲체험장|소망어린이공원|한내공원|중랑천변공원|수림대공원|구화랑대역철도공원,0,,,,POI096,북서울꿈의숲,2372.7,31.461,18.435,0.03122,0.01701,0.4162,0.00276,"300m 내 화장실 24개, 300m 내 음수대 6개, 700m 내 음수대 17개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 북서울꿈의숲",98.8,80,9,0,0,0,0,0,노원구|중랑구,매우양호,21.6667,13.0,0.0487,0.0083,0.2333,0.0027,65.3333,보통,202608271500.0,노원구|성북구|중랑구,"현재 PM10 22, PM2.5 13, 통합대기지수 65",41.5,100.0,43.1,0.0,cycleway:51|trunk:32|footway:19|service:9|path:5,0.8,0.0,100.0,100.0,123,123,19.5,0.0,0.0,0.0,,0.0,53.7,87.9,asphalt:53|paving_stones:5|earth:5|wood:3,7.6,,"OSM 경로매칭 100%, 포장 88%, 비포장 8%, 조명 있음 100%"
RM_STREAM_024,성내천 길,강동구|송파구,37.5174191,127.1307767,6.1,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,오금근린공원|올림픽공원,32,,성내천 길 시작,성내천 길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,7.5,29.6,17.3,20.6,12.7,0.36,6.77,205,쉬움,쉬움,"최저 8m, 최고 30m, 누적상승 21m, 최대경사 약 6.8%",19,41,성내천 음수대,27.3,한강시민공원(잠실지구)|올림픽공원|태양근린공원|오금공원|아랫말어린이공원|샛팽이어린이공원|벌말어린이공원|성내천 음수대|꿈나무어린이공원|거여공원,2,POI005|POI127,잠실 관광특구|올림픽공원,관광특구|공원,POI005,잠실 관광특구,0.0,33.071,19.226,0.03185,0.01821,0.4529,0.00261,"300m 내 화장실 32개, 300m 내 음수대 19개, 700m 내 음수대 41개","경로와 겹치는 실시간 주요장소 2개 (잠실 관광특구, 올림픽공원)",80.7,153,18,0,0,0,0,0,송파구,매우양호,25.0,18.0,0.0655,0.0135,0.3,0.002,79.0,보통,202608271500.0,강동구|송파구,"현재 PM10 25, PM2.5 18, 통합대기지수 79",59.5,100.0,25.6,0.0,cycleway:135|footway:64|residential:9|service:5|living_street:4,22.0,0.0,100.0,92.3,227,246,29.1,0.0,100.0,0.4,intermediate:1,0.9,79.3,88.9,asphalt:147|rubber:15|paved:13|wood:4|asphalt;rubber:1,0.0,,"OSM 경로매칭 92%, 포장 89%, 비포장 0%, 조명 있음 100%"
RM_STREAM_025,성동광진한강길,광진구|성동구,37.5303254,127.0691579,13.25,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,달맞이근린공원,50,,성동광진한강길 시작,성동광진한강길 종료,서울숲과 뚝섬한강공원을 경유하며 한강변을 따라 걷는 코스,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.5,25.1,11.7,101.8,103.1,0.08,11.09,443,보통,보통,"최저 4m, 최고 25m, 누적상승 102m, 최대경사 약 11.1%",33,50,한강시민공원(이촌안내센터),0.5,성동구-옥정소공원|한남더힐마을마당|달맞이근린공원|한강시민공원(이촌안내센터)|이촌한강공원|응봉근린공원|성동구-장미원공원|독서당공원|암벽공원|응봉개나리어린이공원,3,POI093|POI101|POI107,뚝섬한강공원|서울숲공원|응봉산,공원,POI093,뚝섬한강공원,0.0,30.317,17.691,0.03447,0.01778,0.4185,0.00278,"300m 내 화장실 50개, 300m 내 음수대 33개, 700m 내 음수대 50개","경로와 겹치는 실시간 주요장소 3개 (뚝섬한강공원, 서울숲공원, 응봉산)",90.9,119,65,0,0,0,0,0,광진구|성동구,매우양호,25.5,13.0,0.0645,0.0115,0.25,0.0025,78.5,보통,202608271500.0,광진구|성동구,"현재 PM10 26, PM2.5 13, 통합대기지수 78",71.8,94.4,74.6,5.6,cycleway:381|footway:49|trunk:27|primary:26|trunk_link:20,62.7,0.0,100.0,99.8,531,532,11.5,0.0,0.0,0.0,,0.2,81.9,99.5,asphalt:424|paving_stones:6|concrete:3|황토:2,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_026,송파강동한강길,강동구|송파구,37.5546791,127.1235318,16.59,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,,37,,송파강동한강길 시작,송파강동한강길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.5,56.6,16.9,45.1,56.4,0.05,6.77,555,보통,보통,"최저 4m, 최고 57m, 누적상승 45m, 최대경사 약 6.8%",28,37,한강시민공원(잠실지구),0.6,한강시민공원(잠실지구)|광진교|풍납동토성|한강공원(광나루)|광진어린이공원|천호해공공원|새장터어린이공원|암사역사공원|고덕수변생태공원,2,POI087|POI110,광나루한강공원|잠실한강공원,공원,POI087,광나루한강공원,0.0,33.071,19.226,0.03185,0.01821,0.4529,0.00261,"300m 내 화장실 37개, 300m 내 음수대 28개, 700m 내 음수대 37개","경로와 겹치는 실시간 주요장소 2개 (광나루한강공원, 잠실한강공원)",84.5,170,152,0,0,0,0,0,강남구|강동구|광진구|송파구,매우양호,24.3333,15.75,0.0665,0.0115,0.25,0.002,79.75,보통,202608271500.0,강남구|강동구|광진구|송파구,"현재 PM10 24, PM2.5 16, 통합대기지수 80",69.2,87.3,15.4,12.7,cycleway:458|footway:73|trunk_link:32|motorway_link:24|track:20,17.7,18.8,81.2,99.5,662,665,11.6,0.0,100.0,2.6,excellent:17,0.3,76.3,99.6,asphalt:372|concrete:131|ground:2,0.4,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 81%"
RM_STREAM_027,안양천길,강서구|구로구|금천구|양천구|영등포구,37.4927828,126.8695684,15.77,보통,평지|완만한경사,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,갈산근린공원|용왕산근린공원,65,,안양천길 시작,안양천길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.0,16.3,10.0,45.6,37.7,0.02,6.71,527,보통,보통,"최저 3m, 최고 16m, 누적상승 46m, 최대경사 약 6.7%",38,55,안양천체육공원,18.0,안양천체육공원|목마근린공원|한강시민공원(양화지구)|목동근린공원|용왕산근린공원|차없는거리|안양천고수부지|오목근린공원|안양천둔치공원|해누리체육공원,1,POI125,안양천,공원,POI125,안양천,0.0,33.622,19.556,0.03249,0.01857,0.3815,0.00266,"300m 내 화장실 65개, 300m 내 음수대 38개, 700m 내 음수대 55개",경로와 겹치는 실시간 주요장소 1개 (안양천),63.2,114,55,0,0,0,0,0,강서구|구로구|금천구|양천구|영등포구,양호,17.6,10.8,0.0498,0.0076,0.24,0.0022,66.4,보통,202608271500.0,강서구|구로구|금천구|양천구|영등포구,"현재 PM10 18, PM2.5 11, 통합대기지수 66",55.8,66.2,11.4,33.8,cycleway:317|footway:177|secondary:26|trunk:18|primary_link:8,0.4,0.0,100.0,89.9,568,632,31.2,0.0,0.0,0.0,,0.0,23.8,97.8,asphalt:95|concrete:37|wood:3,0.0,,"OSM 경로매칭 90%, 포장 98%, 비포장 0%, 조명 있음 100%"
RM_STREAM_028,용산한강길,마포구|용산구,37.5156695,126.9752115,8.6,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,,30,,용산한강길 시작,용산한강길 종료,한강시민공원 이촌지구를 따라 걷는 한강 수변 길. 넓게 펼쳐진 한강과 아름다운 공원에 지루할 틈 없는 코스.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.0,19.2,9.6,64.0,49.1,0.04,11.92,288,보통,보통,"최저 3m, 최고 19m, 누적상승 64m, 최대경사 약 11.9%",24,38,한강시민공원망원지구,0.8,신용산초등학교|용산가족공원|한남더힐마을마당|한강시민공원(이촌지구)|이촌한우리공원|노들섬|도화소 어린이공원|복사꽃 공원|삼개어린이공원|토정 어린이공원,1,POI108,이촌한강공원,공원,POI108,이촌한강공원,0.0,32.251,18.786,0.03103,0.01958,0.4006,0.00272,"300m 내 화장실 30개, 300m 내 음수대 24개, 700m 내 음수대 38개",경로와 겹치는 실시간 주요장소 1개 (이촌한강공원),90.9,135,67,0,0,0,0,0,마포구|성동구|용산구,매우양호,21.3333,8.6667,0.051,0.0093,0.3,0.0023,67.3333,보통,202608271500.0,마포구|성동구|용산구,"현재 PM10 21, PM2.5 9, 통합대기지수 67",51.6,97.7,37.8,2.3,cycleway:176|footway:57|trunk:44|unclassified:21|primary:20,19.1,1.5,98.5,98.6,341,346,19.4,0.0,0.0,0.0,,0.3,79.5,100.0,asphalt:245|paved:21|paving_stones:5,0.0,,"OSM 경로매칭 99%, 포장 100%, 비포장 0%, 조명 있음 98%"
